8702,1802,Okii har ni hittat någon djungel ? Jag vet ingen på den här servern som lyckats hitta någon,2020-02-08 14:20:54.618584+00
8703,1846,alltså vi har spelat på denna server i 1 timma typ,2020-02-08 14:21:19.218357+00
8704,1846,har inte hunnit göra mycket,2020-02-08 14:21:27.118573+00
8705,1802,oki,2020-02-08 14:22:10.368647+00
8706,1847,okej,2020-02-08 14:22:38.168665+00
8707,1847,hur kom du hiot,2020-02-08 14:22:43.918394+00
8708,1802,jag kan trolla :P,2020-02-08 14:22:51.26839+00
8709,1847,please lämna,2020-02-08 14:23:35.368453+00
8710,1847,är du admin eller?,2020-02-08 14:24:07.018602+00
8711,1847,fusk,2020-02-08 14:24:10.018329+00
8712,1847,har du inga vänner eller?,2020-02-08 14:24:54.468636+00
8713,1802,Jo din mamma,2020-02-08 14:24:59.868328+00
8714,1847,tuff,2020-02-08 14:25:10.319651+00
